dataset,column,row_index,value,is_outlier,severity,iqr_outlier,robust_z_outlier,criteria_count,q1,q3,iqr,iqr_lower_fence,iqr_upper_fence,distance_beyond_iqr_fence,distance_in_iqr_units,robust_z
tips,document_total,1185,552.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,249.5,2.741758241758242,7.1464880952380945
tips,document_total,1196,315.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,12.5,0.13736263736263737,3.340380952380952
tips,document_total,1200,528.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,225.5,2.478021978021978,6.761059523809523
tips,document_total,1230,420.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,117.5,1.2912087912087913,5.026630952380952
tips,document_total,1257,318.75,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,16.25,0.17857142857142858,3.4006041666666667
tips,document_total,1335,440.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,137.5,1.510989010989011,5.347821428571429
tips,document_total,1337,336.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,33.5,0.36813186813186816,3.6776309523809525
tips,document_total,1340,310.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,7.5,0.08241758241758242,3.260083333333333
tips,document_total,1343,400.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,97.5,1.0714285714285714,4.705440476190477
tips,document_total,1344,310.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,7.5,0.08241758241758242,3.260083333333333
tips,document_total,1355,315.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,12.5,0.13736263736263737,3.340380952380952
tips,document_total,1361,465.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,162.5,1.7857142857142858,5.749309523809524
tips,document_total,1476,445.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,142.5,1.565934065934066,5.428119047619047
tips,document_total,1552,366.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,63.5,0.6978021978021978,4.159416666666667
tips,document_total,1603,350.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,47.5,0.521978021978022,3.9024642857142857
tips,document_total,1638,365.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,62.5,0.6868131868131868,4.143357142857143
tips,document_total,1639,325.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,22.5,0.24725274725274726,3.5009761904761905
tips,document_total,1645,540.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,237.5,2.60989010989011,6.953773809523809
tips,document_total,1655,390.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,87.5,0.9615384615384616,4.544845238095238
tips,document_total,1669,360.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,57.5,0.6318681318681318,4.063059523809524
tips,document_total,1696,435.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,132.5,1.456043956043956,5.2675238095238095
tips,tip_ratio,47,0.1510791366906475,True,strong,True,True,2,0.02205486820871436,0.056338028169014086,0.03428315996029972,-0.029369871731735223,0.10776276810946367,0.04331636858118382,1.2634882149528996,4.563717607229095
tips,tip_ratio,52,0.11714975845410627,True,candidate,True,False,1,0.02205486820871436,0.056338028169014086,0.03428315996029972,-0.029369871731735223,0.10776276810946367,0.009386990344642604,0.27380761736995196,3.1991479865603525
